BowlerName,OverNo,Dot,1,2,3,4,5,6,Wickets,TotalBalls
NT Ellis,15,4,4,2,0,0,0,2,1,13
NT Ellis,16,2,4,2,0,2,0,2,0,12
NT Ellis,17,0,0,0,0,0,0,0,0,0
NT Ellis,18,0,0,0,0,0,0,0,0,0
NT Ellis,19,8,3,1,0,0,0,2,3,17
Harpreet Brar,1,4,2,0,0,1,0,0,0,7
Harpreet Brar,2,5,2,0,0,3,0,2,0,12
Harpreet Brar,3,2,3,0,0,1,0,0,0,6
Harpreet Brar,4,0,3,0,0,2,0,1,0,6
Harpreet Brar,5,0,0,0,0,0,0,0,0,0
Harpreet Brar,6,19,19,2,0,0,0,3,1,44
Harpreet Brar,7,5,10,0,0,3,0,0,0,18
Harpreet Brar,8,19,17,7,0,2,0,4,1,50
Harpreet Brar,9,7,7,3,0,0,0,3,0,20
Harpreet Brar,10,19,13,3,0,2,0,0,3,40
Harpreet Brar,11,4,6,1,1,0,0,0,1,13
Harpreet Brar,12,10,15,3,0,0,0,2,1,31
Harpreet Brar,13,3,5,1,0,0,0,3,0,12
Harpreet Brar,14,10,9,2,0,3,0,1,2,27
Harpreet Brar,15,0,0,0,0,0,0,0,0,0
Harpreet Brar,16,2,2,0,0,2,0,0,0,6
B Kumar,1,142,40,4,2,24,0,4,8,224
B Kumar,2,271,127,28,3,75,1,5,17,527
B Kumar,3,96,72,7,0,18,0,13,5,211
B Kumar,4,75,36,8,1,13,0,4,4,141
B Kumar,5,68,27,5,0,15,0,8,4,127
B Kumar,6,11,6,1,0,1,0,0,0,19
B Kumar,7,10,12,2,0,2,0,0,3,29
B Kumar,8,5,10,4,0,1,0,0,0,20
B Kumar,9,15,29,1,0,8,0,1,1,55
B Kumar,10,3,9,3,0,3,0,0,1,19
B Kumar,11,11,21,5,0,4,0,2,1,44
B Kumar,12,15,25,6,0,6,0,2,1,55
B Kumar,13,7,17,3,0,2,0,1,1,31
B Kumar,14,28,33,6,0,16,0,4,2,89
B Kumar,15,58,76,27,0,12,0,6,13,192
B Kumar,16,88,116,23,0,28,0,8,12,275
B Kumar,17,83,106,21,0,38,0,14,16,278
B Kumar,18,113,113,19,2,31,0,20,25,323
B Kumar,19,73,66,34,2,33,0,17,29,254
Washington Sundar,1,44,20,2,0,6,0,2,3,77
Washington Sundar,2,18,18,2,0,11,0,5,1,55
Washington Sundar,3,45,28,3,1,12,0,2,4,95
Washington Sundar,4,16,16,3,0,7,0,4,0,46
Washington Sundar,5,23,23,5,0,7,0,2,5,65
Washington Sundar,6,21,29,1,0,1,0,3,0,55
Washington Sundar,7,31,53,3,0,4,0,6,6,103
Washington Sundar,8,11,29,1,0,1,0,0,2,44
Washington Sundar,9,21,53,10,0,5,0,1,1,91
Washington Sundar,10,14,37,2,0,5,0,2,1,61
Washington Sundar,11,27,28,2,0,2,0,1,2,62
Washington Sundar,12,7,25,6,0,2,0,3,1,44
Washington Sundar,13,20,29,1,0,1,0,9,4,64
Washington Sundar,14,6,9,0,0,2,0,1,1,19
Washington Sundar,15,10,14,3,0,1,0,2,3,33
Washington Sundar,16,2,5,0,0,2,0,3,0,12
Washington Sundar,17,3,2,1,0,0,0,0,1,7
Washington Sundar,18,0,0,0,0,0,0,0,0,0
Washington Sundar,19,1,2,0,0,0,0,3,0,6
Fazalhaq Farooqi,1,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,2,2,3,0,1,0,0,0,1,7
Fazalhaq Farooqi,3,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,4,6,3,0,0,3,0,0,0,12
Fazalhaq Farooqi,5,3,3,1,0,0,0,0,0,7
Fazalhaq Farooqi,6,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,7,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,8,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,9,2,2,1,0,1,0,0,0,6
Fazalhaq Farooqi,10,0,6,0,0,0,0,0,0,6
Fazalhaq Farooqi,11,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,12,3,2,0,0,2,0,0,1,8
Fazalhaq Farooqi,13,2,2,1,0,1,0,0,0,6
Fazalhaq Farooqi,14,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,15,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,16,1,4,0,0,1,0,0,0,6
Fazalhaq Farooqi,17,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,18,0,0,0,0,0,0,0,0,0
Fazalhaq Farooqi,19,3,1,3,0,2,0,4,0,13
J Suchith,1,5,1,0,0,0,0,0,0,6
J Suchith,2,6,3,1,0,2,0,1,0,13
J Suchith,3,4,7,0,0,1,0,0,1,13
J Suchith,4,7,4,1,0,4,0,3,1,20
J Suchith,5,6,8,0,0,2,0,2,0,18
J Suchith,6,19,31,6,1,4,0,1,2,64
J Suchith,7,5,8,0,0,5,0,0,1,19
J Suchith,8,30,23,9,1,11,0,2,5,81
J Suchith,9,10,13,2,0,1,0,0,2,28
J Suchith,10,22,32,9,0,3,0,7,1,74
J Suchith,11,14,12,0,0,5,0,0,1,32
J Suchith,12,9,15,0,0,3,0,4,1,32
J Suchith,13,4,7,2,0,3,0,2,2,20
J Suchith,14,5,3,1,0,2,0,1,1,13
J Suchith,15,0,0,0,0,0,0,0,0,0
J Suchith,16,2,2,1,0,0,0,1,0,6
J Suchith,17,0,0,0,0,0,0,0,0,0
J Suchith,18,0,0,0,0,0,0,0,0,0
J Suchith,19,2,1,0,0,1,0,2,1,7
Umran Malik,1,0,0,0,0,0,0,0,0,0
Umran Malik,2,0,0,0,0,0,0,0,0,0
Umran Malik,3,6,4,2,0,5,0,3,0,20
Umran Malik,4,1,1,1,0,3,0,0,0,6
Umran Malik,5,0,0,0,0,0,0,0,0,0
Umran Malik,6,21,8,2,0,4,0,1,2,38
Umran Malik,7,18,9,1,2,11,0,2,5,48
Umran Malik,8,22,10,3,0,3,0,3,1,42
Umran Malik,9,25,16,3,0,9,0,2,5,60
Umran Malik,10,2,4,0,0,0,0,0,0,6
Umran Malik,11,22,3,1,1,5,0,2,1,35
Umran Malik,12,17,5,3,1,4,0,3,1,34
Umran Malik,13,17,9,0,0,5,0,1,1,33
Umran Malik,14,15,11,0,0,5,0,0,3,34
Umran Malik,15,10,6,1,0,3,0,0,2,22
Umran Malik,16,0,0,0,0,0,0,0,0,0
Umran Malik,17,1,3,0,0,2,0,0,0,6
Umran Malik,18,6,2,1,0,4,0,0,0,13
Umran Malik,19,8,0,0,0,3,0,1,4,16
R Shepherd,1,4,1,0,0,1,0,0,0,6
R Shepherd,2,0,0,0,0,0,0,0,0,0
R Shepherd,3,0,0,0,0,0,0,0,0,0
R Shepherd,4,4,0,0,0,1,0,1,1,7
R Shepherd,5,0,0,0,0,0,0,0,0,0
R Shepherd,6,4,2,0,0,0,0,0,1,7
R Shepherd,7,0,0,0,0,0,0,0,0,0
R Shepherd,8,0,0,0,0,0,0,0,0,0
R Shepherd,9,4,2,0,0,0,0,1,0,7
R Shepherd,10,0,0,0,0,0,0,0,0,0
R Shepherd,11,2,3,0,0,0,0,1,0,6
R Shepherd,12,0,0,0,0,0,0,0,0,0
R Shepherd,13,1,1,1,0,2,0,1,0,6
R Shepherd,14,2,0,1,0,2,0,2,0,7
R Shepherd,15,3,2,0,0,1,0,0,1,7
R Shepherd,16,0,0,0,0,0,0,0,0,0
R Shepherd,17,0,0,0,0,0,0,0,0,0
R Shepherd,18,0,0,0,0,0,0,0,0,0
R Shepherd,19,2,2,1,0,1,0,1,1,8
DR Sams,1,4,6,1,0,0,0,1,0,12
DR Sams,2,28,14,2,0,9,0,3,3,59
DR Sams,3,4,2,1,0,0,0,0,0,7
DR Sams,4,6,0,1,0,1,0,0,1,9
DR Sams,5,6,6,2,0,3,0,1,1,19
DR Sams,6,8,5,4,0,2,0,0,0,19
DR Sams,7,2,5,0,0,5,0,0,0,12
DR Sams,8,2,3,0,0,1,0,0,0,6
DR Sams,9,0,0,0,0,0,0,0,0,0
DR Sams,10,5,2,0,0,0,0,1,1,9
DR Sams,11,4,1,0,0,0,0,1,0,6
DR Sams,12,13,10,2,0,1,0,3,2,31
DR Sams,13,3,8,0,0,1,0,0,0,12
DR Sams,14,15,15,3,0,2,0,0,2,37
DR Sams,15,5,6,1,0,4,0,5,0,21
DR Sams,16,1,4,1,0,0,0,0,0,6
DR Sams,17,3,9,2,0,3,0,7,0,24
DR Sams,18,6,5,0,0,0,0,2,1,14
DR Sams,19,3,3,0,0,0,0,0,1,7
HR Shokeen,1,8,2,0,0,2,0,0,0,12
HR Shokeen,2,0,0,0,0,0,0,0,0,0
HR Shokeen,3,0,0,0,0,0,0,0,0,0
HR Shokeen,4,7,1,0,1,3,0,0,1,13
HR Shokeen,5,0,0,0,0,0,0,0,0,0
HR Shokeen,6,8,1,1,0,0,0,2,0,12
HR Shokeen,7,2,8,1,0,0,0,1,0,12
HR Shokeen,8,0,0,0,0,0,0,0,0,0
HR Shokeen,9,11,7,0,0,0,0,1,0,19
HR Shokeen,10,0,0,0,0,0,0,0,0,0
HR Shokeen,11,7,4,0,0,1,0,2,0,14
HR Shokeen,12,0,0,0,0,0,0,0,0,0
HR Shokeen,13,2,3,1,0,1,0,0,0,7
HR Shokeen,14,0,0,0,0,0,0,0,0,0
HR Shokeen,15,2,0,0,0,0,0,4,1,7
JJ Bumrah,1,131,53,9,0,23,0,2,8,226
JJ Bumrah,2,44,29,4,2,8,0,1,3,91
JJ Bumrah,3,122,48,8,3,33,0,10,7,231
JJ Bumrah,4,84,65,10,0,19,0,6,5,189
JJ Bumrah,5,98,41,8,1,30,0,5,5,188
JJ Bumrah,6,29,18,5,0,5,0,0,1,58
JJ Bumrah,7,16,18,3,0,1,0,0,2,40
JJ Bumrah,8,8,10,1,0,3,0,2,0,24
JJ Bumrah,9,8,7,3,0,1,0,0,1,20
JJ Bumrah,10,45,34,6,0,16,0,3,5,109
JJ Bumrah,11,49,46,4,0,9,0,2,5,115
JJ Bumrah,12,58,48,12,0,7,0,1,9,135
JJ Bumrah,13,44,46,9,1,12,0,3,7,122
JJ Bumrah,14,34,45,13,1,12,0,4,8,117
JJ Bumrah,15,51,45,13,0,7,0,7,11,134
JJ Bumrah,16,134,137,25,2,46,0,19,17,380
JJ Bumrah,17,84,90,24,1,18,0,9,22,248
JJ Bumrah,18,105,139,27,0,33,0,14,23,341
JJ Bumrah,19,50,58,28,1,15,0,13,17,182
M Markande,1,0,0,0,0,0,0,0,0,0
M Markande,2,0,0,0,0,0,0,0,0,0
M Markande,3,0,0,0,0,0,0,0,0,0
M Markande,4,0,0,0,0,0,0,0,0,0
M Markande,5,0,0,0,0,0,0,0,0,0
M Markande,6,28,41,3,0,9,0,3,5,89
M Markande,7,8,12,0,0,2,0,2,0,24
M Markande,8,32,43,3,0,12,0,4,5,99
M Markande,9,2,9,2,0,3,0,2,0,18
M Markande,10,8,19,2,0,5,0,2,1,37
M Markande,11,6,3,0,0,3,0,0,1,13
M Markande,12,13,15,2,0,2,0,4,3,39
M Markande,13,2,6,1,0,1,0,2,1,13
M Markande,14,1,4,0,0,0,0,1,0,6
M Markande,15,14,11,4,0,5,0,3,1,38
M Markande,16,0,0,0,0,0,0,0,0,0
M Markande,17,4,2,0,0,0,0,0,0,6
RP Meredith,1,3,1,1,0,1,0,0,0,6
RP Meredith,2,6,5,0,0,0,0,1,1,13
RP Meredith,3,4,1,0,0,2,0,0,0,7
RP Meredith,4,13,9,0,0,8,0,1,0,31
RP Meredith,5,12,3,1,0,3,0,0,1,20
RP Meredith,6,4,2,0,0,0,0,0,0,6
RP Meredith,7,7,4,0,0,2,0,0,1,14
RP Meredith,8,5,5,0,0,1,0,1,0,12
RP Meredith,9,1,2,0,0,2,0,1,0,6
RP Meredith,10,11,13,3,0,2,0,2,1,32
RP Meredith,11,3,2,0,0,1,0,0,0,6
RP Meredith,12,3,5,2,0,0,0,2,1,13
RP Meredith,13,18,4,0,0,5,0,0,0,27
RP Meredith,14,0,0,0,0,0,0,0,0,0
RP Meredith,15,15,4,2,0,3,0,1,3,28
RP Meredith,16,2,6,1,0,2,0,1,1,13
RP Meredith,17,7,5,1,0,3,0,3,2,21
RP Meredith,18,6,5,2,1,2,0,1,1,18
RP Meredith,19,8,4,0,0,0,0,3,2,17
Ramandeep Singh,1,0,0,0,0,0,0,0,0,0
Ramandeep Singh,2,0,0,0,0,0,0,0,0,0
Ramandeep Singh,3,0,0,0,0,0,0,0,0,0
Ramandeep Singh,4,0,0,0,0,0,0,0,0,0
Ramandeep Singh,5,0,0,0,0,0,0,0,0,0
Ramandeep Singh,6,0,0,0,0,0,0,0,0,0
Ramandeep Singh,7,0,0,0,0,0,0,0,0,0
Ramandeep Singh,8,0,0,0,0,0,0,0,0,0
Ramandeep Singh,9,1,4,0,0,1,0,0,1,7
Ramandeep Singh,10,0,0,0,0,0,0,0,0,0
Ramandeep Singh,11,1,5,0,0,1,0,0,0,7
Ramandeep Singh,12,0,0,0,0,0,0,0,0,0
Ramandeep Singh,13,4,1,0,0,1,0,0,1,7
Ramandeep Singh,14,0,0,0,0,0,0,0,0,0
Ramandeep Singh,15,4,2,0,0,2,0,1,1,10
Ramandeep Singh,16,0,0,0,0,0,0,0,0,0
Ramandeep Singh,17,4,2,0,0,0,0,0,2,8
Ramandeep Singh,18,0,0,0,0,0,0,0,0,0
Ramandeep Singh,19,4,1,1,0,0,0,1,1,8
KK Ahmed,1,66,32,6,2,10,0,3,6,125
KK Ahmed,2,27,18,1,0,12,0,3,5,66
KK Ahmed,3,25,21,3,0,14,0,5,1,69
KK Ahmed,4,36,12,2,2,12,0,4,4,72
KK Ahmed,5,19,11,1,0,7,0,4,1,43
KK Ahmed,6,9,5,2,0,2,0,0,2,20
KK Ahmed,7,3,1,1,0,1,0,0,0,6
KK Ahmed,8,3,2,1,0,0,0,0,0,6
KK Ahmed,9,3,7,1,0,2,0,0,0,13
KK Ahmed,10,4,5,0,0,2,0,1,3,15
KK Ahmed,11,4,4,2,0,1,0,1,1,13
KK Ahmed,12,6,9,1,0,2,0,0,1,19
KK Ahmed,13,11,17,2,0,7,0,1,2,40
KK Ahmed,14,24,16,7,0,5,0,4,4,60
KK Ahmed,15,10,10,2,0,1,0,2,2,27
KK Ahmed,16,32,32,6,0,8,0,6,6,90
KK Ahmed,17,9,6,1,0,7,0,2,1,26
KK Ahmed,18,27,20,6,0,8,0,2,8,71
KK Ahmed,19,10,11,6,1,4,0,5,4,41
A Nortje,1,28,16,3,2,5,0,1,3,58
A Nortje,2,22,19,1,0,5,0,3,2,52
A Nortje,3,27,14,3,1,13,0,3,1,62
A Nortje,4,18,7,2,0,7,0,2,2,38
A Nortje,5,28,16,1,0,7,0,3,4,59
A Nortje,6,0,0,0,0,0,0,0,0,0
A Nortje,7,0,0,0,0,0,0,0,0,0
A Nortje,8,4,2,0,0,0,0,0,1,7
A Nortje,9,0,0,0,0,0,0,0,0,0
A Nortje,10,8,7,0,0,4,0,0,2,21
A Nortje,11,9,2,0,0,1,0,0,2,14
A Nortje,12,9,9,0,1,4,0,1,1,25
A Nortje,13,12,11,4,0,3,0,4,1,35
A Nortje,14,14,9,1,0,7,0,2,2,35
A Nortje,15,15,27,4,1,6,0,5,4,62
A Nortje,16,21,19,0,0,8,0,3,4,55
A Nortje,17,17,12,1,0,6,0,0,2,38
A Nortje,18,38,37,4,1,8,0,2,6,96
A Nortje,19,10,10,3,0,2,0,5,4,34
SN Thakur,1,78,22,10,2,25,0,5,3,145
SN Thakur,2,9,12,2,0,6,0,1,0,30
SN Thakur,3,37,34,1,2,24,0,3,3,104
SN Thakur,4,53,32,5,0,23,0,4,9,126
SN Thakur,5,58,34,8,0,23,0,4,7,134
SN Thakur,6,19,23,1,0,4,0,2,1,50
SN Thakur,7,16,13,3,0,4,0,0,2,38
SN Thakur,8,27,28,3,1,11,0,0,1,71
SN Thakur,9,19,12,1,0,3,0,4,1,40
SN Thakur,10,28,28,6,0,6,0,1,5,74
SN Thakur,11,18,12,9,0,5,0,4,1,49
SN Thakur,12,26,21,8,0,8,0,4,4,71
SN Thakur,13,17,27,4,0,9,0,0,0,57
SN Thakur,14,47,24,6,0,10,0,4,10,101
SN Thakur,15,38,46,8,1,7,0,8,6,114
SN Thakur,16,29,30,8,0,9,0,5,7,88
SN Thakur,17,42,43,14,0,9,0,12,9,129
SN Thakur,18,58,42,20,1,18,0,18,8,165
SN Thakur,19,49,30,10,0,17,0,10,11,127
MR Marsh,1,7,2,1,0,2,0,0,1,13
MR Marsh,2,0,0,0,0,0,0,0,0,0
MR Marsh,3,8,0,1,0,3,0,0,0,12
MR Marsh,4,15,5,0,0,5,0,4,2,31
MR Marsh,5,13,10,0,0,6,0,2,1,32
MR Marsh,6,14,20,2,0,1,0,0,1,38
MR Marsh,7,4,11,1,0,2,0,0,1,19
MR Marsh,8,15,23,4,0,6,0,0,3,51
MR Marsh,9,4,5,0,0,3,0,0,0,12
MR Marsh,10,11,10,0,0,6,0,0,1,28
MR Marsh,11,7,8,0,0,3,0,0,1,19
MR Marsh,12,6,6,1,0,1,0,1,1,16
MR Marsh,13,15,14,4,0,1,0,0,1,35
MR Marsh,14,7,10,0,0,2,0,0,2,21
MR Marsh,15,11,13,1,0,1,0,0,2,28
MR Marsh,16,1,4,0,0,0,0,1,0,6
MR Marsh,17,10,9,4,0,5,0,4,1,33
MR Marsh,18,11,8,2,0,7,0,3,6,37
Kuldeep Yadav,1,4,7,0,0,0,0,1,0,12
Kuldeep Yadav,2,0,5,1,0,0,0,0,0,6
Kuldeep Yadav,3,0,0,0,0,0,0,0,0,0
Kuldeep Yadav,4,7,2,2,0,2,0,0,0,13
Kuldeep Yadav,5,12,12,0,0,3,0,0,0,27
Kuldeep Yadav,6,33,49,9,0,7,0,4,1,103
Kuldeep Yadav,7,48,73,8,0,13,0,8,7,157
Kuldeep Yadav,8,36,54,5,0,11,0,4,7,117
Kuldeep Yadav,9,42,76,7,0,13,0,15,6,159
Kuldeep Yadav,10,36,49,8,0,9,0,9,3,114
Kuldeep Yadav,11,35,57,11,1,8,0,9,8,129
Kuldeep Yadav,12,21,23,6,0,4,0,7,1,62
Kuldeep Yadav,13,40,65,6,0,5,0,12,6,134
Kuldeep Yadav,14,14,16,3,0,3,0,3,2,41
Kuldeep Yadav,15,29,35,6,0,6,0,9,10,95
Kuldeep Yadav,16,9,11,1,0,2,0,1,2,26
Kuldeep Yadav,17,13,21,5,1,1,0,3,7,51
Kuldeep Yadav,18,3,1,0,0,1,0,1,1,7
Kuldeep Yadav,19,13,7,2,0,3,0,2,3,30
AR Patel,1,18,16,0,0,5,0,3,0,42
AR Patel,2,15,18,1,0,3,0,0,2,39
AR Patel,3,33,51,2,0,11,0,5,3,105
AR Patel,4,55,37,6,0,14,0,9,4,125
AR Patel,5,44,37,6,0,13,0,3,3,106
AR Patel,6,76,122,7,0,11,0,6,11,233
AR Patel,7,75,126,9,0,10,0,4,6,230
AR Patel,8,81,131,13,0,16,0,11,7,259
AR Patel,9,79,102,15,1,16,0,7,10,230
AR Patel,10,71,98,16,1,12,0,10,7,215
AR Patel,11,49,73,8,2,11,0,7,8,158
AR Patel,12,83,117,19,0,18,0,13,10,260
AR Patel,13,69,77,10,0,16,0,9,10,191
AR Patel,14,39,55,12,1,4,0,10,4,125
AR Patel,15,40,59,11,1,11,0,12,6,140
AR Patel,16,38,31,5,0,8,0,3,8,93
AR Patel,17,26,28,5,0,5,0,4,7,75
AR Patel,18,8,10,2,0,5,0,5,0,30
AR Patel,19,7,5,1,0,2,0,3,1,19
Mukesh Choudhary,1,2,1,0,3,0,0,0,0,6
Mukesh Choudhary,2,32,9,3,1,14,0,3,1,63
Mukesh Choudhary,3,2,4,1,0,0,0,0,0,7
Mukesh Choudhary,4,22,7,2,0,12,0,3,3,49
Mukesh Choudhary,5,2,2,2,0,0,0,0,2,8
Mukesh Choudhary,6,8,4,0,0,2,0,0,0,14
Mukesh Choudhary,7,0,0,0,0,0,0,0,0,0
Mukesh Choudhary,8,0,0,0,0,0,0,0,0,0
Mukesh Choudhary,9,0,0,0,0,0,0,0,0,0
Mukesh Choudhary,10,3,3,0,0,0,0,0,2,8
Mukesh Choudhary,11,3,2,0,0,3,0,0,0,8
Mukesh Choudhary,12,6,4,0,0,0,0,2,1,13
Mukesh Choudhary,13,0,0,0,0,0,0,0,0,0
Mukesh Choudhary,14,1,3,0,0,1,0,1,0,6
Mukesh Choudhary,15,0,0,0,0,0,0,0,0,0
Mukesh Choudhary,16,3,4,3,0,2,0,2,0,14
Mukesh Choudhary,17,4,0,1,0,1,0,0,2,8
Mukesh Choudhary,18,0,10,1,0,0,0,1,0,12
Mukesh Choudhary,19,5,2,0,0,1,0,4,0,12
Simarjeet Singh,1,21,8,2,0,7,0,1,2,41
Simarjeet Singh,2,0,0,0,0,0,0,0,0,0
Simarjeet Singh,3,13,9,1,1,6,0,1,1,32
Simarjeet Singh,4,4,0,0,0,1,0,1,0,6
Simarjeet Singh,5,12,4,0,0,1,0,1,0,18
Simarjeet Singh,6,0,0,0,0,0,0,0,0,0
Simarjeet Singh,7,5,0,0,0,1,0,0,0,6
Simarjeet Singh,8,0,0,0,0,0,0,0,0,0
Simarjeet Singh,9,0,0,0,0,0,0,0,0,0
Simarjeet Singh,10,0,0,0,0,0,0,0,0,0
Simarjeet Singh,11,0,0,0,0,0,0,0,0,0
Simarjeet Singh,12,0,0,0,0,0,0,0,0,0
Simarjeet Singh,13,0,0,0,0,0,0,0,0,0
Simarjeet Singh,14,0,0,0,0,0,0,0,0,0
Simarjeet Singh,15,6,5,1,0,1,0,0,1,14
MJ Santner,1,6,3,1,0,3,0,0,0,13
MJ Santner,2,6,4,0,0,1,0,1,0,12
MJ Santner,3,3,2,0,0,1,0,0,0,6
MJ Santner,4,10,7,0,0,2,0,0,1,20
MJ Santner,5,15,6,1,0,7,0,2,1,32
MJ Santner,6,5,11,0,0,1,0,1,1,19
MJ Santner,7,4,11,2,0,1,0,0,1,19
MJ Santner,8,10,20,3,0,2,0,1,2,38
MJ Santner,9,2,2,0,0,0,0,2,1,7
MJ Santner,10,7,12,2,0,3,0,0,0,24
MJ Santner,11,5,4,2,0,1,0,0,1,13
MJ Santner,12,11,13,1,0,0,0,0,1,26
MJ Santner,13,2,3,1,0,0,0,0,0,6
MJ Santner,14,4,2,0,0,0,0,0,0,6
MJ Santner,15,0,5,0,0,1,0,0,0,6
MJ Santner,16,5,1,0,0,0,0,0,1,7
M Pathirana,1,0,0,0,0,0,0,0,0,0
M Pathirana,2,0,0,0,0,0,0,0,0,0
M Pathirana,3,0,0,0,0,0,0,0,0,0
M Pathirana,4,0,0,0,0,0,0,0,0,0
M Pathirana,5,0,0,0,0,0,0,0,0,0
M Pathirana,6,0,0,0,0,0,0,0,0,0
M Pathirana,7,9,3,1,0,2,0,0,1,16
M Pathirana,8,0,0,0,0,0,0,0,0,0
M Pathirana,9,0,0,0,0,0,0,0,0,0
M Pathirana,10,4,2,0,0,0,0,0,0,6
M Pathirana,11,0,0,0,0,0,0,0,0,0
M Pathirana,12,0,0,0,0,0,0,0,0,0
M Pathirana,13,5,2,0,0,0,0,0,1,8
M Pathirana,14,0,0,0,0,0,0,0,0,0
M Pathirana,15,0,0,0,0,0,0,0,0,0
M Pathirana,16,0,0,0,0,0,0,0,0,0
M Pathirana,17,6,5,1,0,2,0,0,0,14
M Pathirana,18,0,0,0,0,0,0,0,0,0
M Pathirana,19,3,1,0,0,2,0,0,0,6
MM Ali,1,0,0,0,0,0,0,0,0,0
MM Ali,2,2,2,1,0,0,0,1,0,6
MM Ali,3,8,3,0,0,1,0,0,0,12
MM Ali,4,0,0,0,0,0,0,0,0,0
MM Ali,5,4,2,0,0,0,0,0,0,6
MM Ali,6,7,12,0,0,0,0,0,0,19
MM Ali,7,30,46,3,1,7,0,3,5,95
MM Ali,8,6,15,0,0,2,0,1,0,24
MM Ali,9,38,38,2,0,7,0,7,6,98
MM Ali,10,9,16,2,0,0,0,3,1,31
MM Ali,11,34,34,5,0,2,0,4,5,84
MM Ali,12,18,26,1,0,3,0,2,4,54
MM Ali,13,21,35,3,0,2,0,3,3,67
MM Ali,14,15,13,3,0,0,0,4,3,38
MM Ali,15,8,13,1,0,1,0,2,1,26
MM Ali,16,2,4,0,0,0,0,0,0,6
MM Ali,17,0,2,0,0,0,0,0,0,2
MM Ali,18,0,0,0,0,0,0,0,0,0
MM Ali,19,3,1,0,0,0,0,2,1,7
PH Solanki,1,0,0,0,0,0,0,0,0,0
PH Solanki,2,0,0,0,0,0,0,0,0,0
PH Solanki,3,0,0,0,0,0,0,0,0,0
PH Solanki,4,0,0,0,0,0,0,0,0,0
PH Solanki,5,0,0,0,0,0,0,0,0,0
PH Solanki,6,0,6,0,0,0,0,0,0,6
PH Solanki,7,0,0,0,0,0,0,0,0,0
PH Solanki,8,0,0,0,0,0,0,0,0,0
PH Solanki,9,0,0,0,0,0,0,0,0,0
PH Solanki,10,0,0,0,0,0,0,0,0,0
PH Solanki,11,0,0,0,0,0,0,0,0,0
PH Solanki,12,2,4,0,0,0,0,0,0,6
PH Solanki,13,0,0,0,0,0,0,0,0,0
PH Solanki,14,5,5,1,0,0,0,1,1,13
PH Solanki,15,0,0,0,0,0,0,0,0,0
PH Solanki,16,5,5,0,0,1,0,1,1,13
S Kaul,1,22,8,3,0,6,0,0,2,41
S Kaul,2,26,9,1,0,9,0,4,1,50
S Kaul,3,26,17,3,0,6,0,3,4,59
S Kaul,4,28,29,7,0,19,0,2,3,88
S Kaul,5,38,37,7,0,25,0,7,3,117
S Kaul,6,24,26,7,0,8,0,4,2,71
S Kaul,7,14,11,0,0,0,0,1,1,27
S Kaul,8,17,18,2,0,6,0,1,1,45
S Kaul,9,11,8,1,0,3,0,1,1,25
S Kaul,10,20,38,5,0,7,0,5,1,76
S Kaul,11,29,30,3,0,8,0,2,4,76
S Kaul,12,4,8,3,0,3,0,1,0,19
S Kaul,13,14,28,5,0,7,0,2,3,59
S Kaul,14,27,27,6,0,8,0,6,3,77
S Kaul,15,24,30,6,0,4,0,3,5,72
S Kaul,16,16,33,3,0,7,0,1,3,63
S Kaul,17,21,42,5,0,14,0,8,4,94
S Kaul,18,30,58,8,0,14,0,7,7,124
S Kaul,19,36,33,6,0,10,0,6,15,106
MK Lomror,1,4,1,0,0,1,0,0,0,6
MK Lomror,2,0,0,0,0,0,0,0,0,0
MK Lomror,3,0,0,0,0,0,0,0,0,0
MK Lomror,4,0,0,0,0,0,0,0,0,0
MK Lomror,5,3,2,0,0,1,0,0,1,7
MK Lomror,6,3,6,1,0,1,0,1,0,12
MK Lomror,7,2,6,3,0,1,0,0,0,12
MK Lomror,8,0,0,0,0,0,0,0,0,0
MK Lomror,9,4,11,1,0,1,0,1,0,18
MK Lomror,10,1,9,1,0,1,0,0,0,12
MK Lomror,11,2,4,0,0,1,0,0,0,7
UT Yadav,1,142,52,8,5,37,0,11,9,264
UT Yadav,2,128,69,9,1,50,0,13,10,280
UT Yadav,3,95,50,4,0,39,0,7,13,208
UT Yadav,4,99,51,10,0,32,0,5,6,203
UT Yadav,5,78,39,5,0,31,1,1,7,162
UT Yadav,6,46,43,5,0,16,0,2,2,114
UT Yadav,7,31,34,3,0,5,0,0,4,77
UT Yadav,8,51,63,8,0,17,0,5,5,149
UT Yadav,9,31,23,5,0,8,0,2,3,72
UT Yadav,10,42,40,4,0,12,0,2,4,104
UT Yadav,11,20,26,5,0,6,0,4,4,65
UT Yadav,12,33,46,2,0,13,0,4,3,101
UT Yadav,13,34,30,10,0,17,0,3,5,99
UT Yadav,14,43,37,9,0,18,0,7,5,119
UT Yadav,15,41,55,7,0,12,0,6,9,130
